[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 0; LaunchNum: 1; Timer: hpctimer_getwtime(); WriteTime: 0.00785; AverageWriteTime: 0.00798; WriteBandwidth: 4011.17165; AbsErrorWrite: 0.00013; RelErrorWrite: 0.01587 %; ReadTime: 0.01013; AverageReadTime: 0.01050; ReadBandwidth: 3046.61699; AbsErrorRead: 0.00037; RelErrorRead: 0.03560 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 9; LaunchNum: 10; Timer: hpctimer_getwtime(); WriteTime: 0.00719; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00003; RelErrorWrite: 0.00436 %; ReadTime: 0.00903; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00023; RelErrorRead: 0.02524 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 10; LaunchNum: 11; Timer: hpctimer_getwtime(); WriteTime: 0.00746; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00024; RelErrorWrite: 0.03365 %; ReadTime: 0.00919; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00007; RelErrorRead: 0.00807 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 11; LaunchNum: 12; Timer: hpctimer_getwtime(); WriteTime: 0.00695; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00026; RelErrorWrite: 0.03672 %; ReadTime: 0.00908; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00018; RelErrorRead: 0.01970 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 12; LaunchNum: 13; Timer: hpctimer_getwtime(); WriteTime: 0.00762; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00041; RelErrorWrite: 0.05629 %; ReadTime: 0.00923; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00003; RelErrorRead: 0.00373 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 13; LaunchNum: 14; Timer: hpctimer_getwtime(); WriteTime: 0.00696; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00026; RelErrorWrite: 0.03620 %; ReadTime: 0.00907; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00019; RelErrorRead: 0.02091 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 14; LaunchNum: 15; Timer: hpctimer_getwtime(); WriteTime: 0.00741; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00019; RelErrorWrite: 0.02700 %; ReadTime: 0.00918; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00008; RelErrorRead: 0.00878 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 15; LaunchNum: 16; Timer: hpctimer_getwtime(); WriteTime: 0.00742; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00020; RelErrorWrite: 0.02763 %; ReadTime: 0.00907; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00019; RelErrorRead: 0.02092 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 16; LaunchNum: 17; Timer: hpctimer_getwtime(); WriteTime: 0.00692; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00030; RelErrorWrite: 0.04180 %; ReadTime: 0.00957; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00031; RelErrorRead: 0.03293 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 17; LaunchNum: 18; Timer: hpctimer_getwtime(); WriteTime: 0.00713; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00009; RelErrorWrite: 0.01235 %; ReadTime: 0.00932; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00006; RelErrorRead: 0.00687 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 18; LaunchNum: 19; Timer: hpctimer_getwtime(); WriteTime: 0.00715; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00007; RelErrorWrite: 0.00919 %; ReadTime: 0.00958; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00032; RelErrorRead: 0.03437 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 19; LaunchNum: 20; Timer: hpctimer_getwtime(); WriteTime: 0.00729; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00007; RelErrorWrite: 0.00946 %; ReadTime: 0.00938; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00012; RelErrorRead: 0.01250 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 20; LaunchNum: 21; Timer: hpctimer_getwtime(); WriteTime: 0.00721; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00001; RelErrorWrite: 0.00155 %; ReadTime: 0.00954; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00028; RelErrorRead: 0.02993 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 21; LaunchNum: 22; Timer: hpctimer_getwtime(); WriteTime: 0.00727; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00005; RelErrorWrite: 0.00672 %; ReadTime: 0.00944; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00018; RelErrorRead: 0.01958 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 22; LaunchNum: 23; Timer: hpctimer_getwtime(); WriteTime: 0.00714; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00008; RelErrorWrite: 0.01141 %; ReadTime: 0.00957; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00031; RelErrorRead: 0.03369 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 23; LaunchNum: 24; Timer: hpctimer_getwtime(); WriteTime: 0.00735; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00014; RelErrorWrite: 0.01889 %; ReadTime: 0.00937; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00011; RelErrorRead: 0.01225 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 24; LaunchNum: 25; Timer: hpctimer_getwtime(); WriteTime: 0.00713; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00009; RelErrorWrite: 0.01256 %; ReadTime: 0.00921; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00005; RelErrorRead: 0.00586 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 25; LaunchNum: 26; Timer: hpctimer_getwtime(); WriteTime: 0.00744; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00022; RelErrorWrite: 0.03107 %; ReadTime: 0.00933; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00007; RelErrorRead: 0.00712 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 26; LaunchNum: 27; Timer: hpctimer_getwtime(); WriteTime: 0.00759; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00038; RelErrorWrite: 0.05211 %; ReadTime: 0.00922; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00004; RelErrorRead: 0.00418 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 27; LaunchNum: 28; Timer: hpctimer_getwtime(); WriteTime: 0.00768; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00046; RelErrorWrite: 0.06409 %; ReadTime: 0.00945; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00019; RelErrorRead: 0.02051 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 28; LaunchNum: 29; Timer: hpctimer_getwtime(); WriteTime: 0.00726; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00004; RelErrorWrite: 0.00586 %; ReadTime: 0.00921; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00005; RelErrorRead: 0.00585 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 29; LaunchNum: 30; Timer: hpctimer_getwtime(); WriteTime: 0.00737; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00015; RelErrorWrite: 0.02088 %; ReadTime: 0.00925; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00001; RelErrorRead: 0.00081 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 30; LaunchNum: 31; Timer: hpctimer_getwtime(); WriteTime: 0.00702; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00020; RelErrorWrite: 0.02779 %; ReadTime: 0.00914; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00012; RelErrorRead: 0.01310 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 31; LaunchNum: 32; Timer: hpctimer_getwtime(); WriteTime: 0.00737; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00015; RelErrorWrite: 0.02089 %; ReadTime: 0.00937; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00011; RelErrorRead: 0.01156 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 32; LaunchNum: 33; Timer: hpctimer_getwtime(); WriteTime: 0.00714; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00007; RelErrorWrite: 0.01010 %; ReadTime: 0.00917; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00009; RelErrorRead: 0.01010 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 33; LaunchNum: 34; Timer: hpctimer_getwtime(); WriteTime: 0.00717; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00005; RelErrorWrite: 0.00698 %; ReadTime: 0.00961; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00035; RelErrorRead: 0.03782 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 34; LaunchNum: 35; Timer: hpctimer_getwtime(); WriteTime: 0.00713; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00009; RelErrorWrite: 0.01246 %; ReadTime: 0.00914; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00012; RelErrorRead: 0.01283 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 35; LaunchNum: 36; Timer: hpctimer_getwtime(); WriteTime: 0.00700; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00022; RelErrorWrite: 0.03047 %; ReadTime: 0.00942; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00016; RelErrorRead: 0.01693 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 36; LaunchNum: 37; Timer: hpctimer_getwtime(); WriteTime: 0.00723; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00002; RelErrorWrite: 0.00212 %; ReadTime: 0.00930; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00004; RelErrorRead: 0.00415 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 37; LaunchNum: 38; Timer: hpctimer_getwtime(); WriteTime: 0.00699; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00023; RelErrorWrite: 0.03159 %; ReadTime: 0.00981; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00055; RelErrorRead: 0.05967 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 38; LaunchNum: 39; Timer: hpctimer_getwtime(); WriteTime: 0.00713; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00008; RelErrorWrite: 0.01172 %; ReadTime: 0.00918; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00008; RelErrorRead: 0.00898 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 39; LaunchNum: 40; Timer: hpctimer_getwtime(); WriteTime: 0.00709; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00013; RelErrorWrite: 0.01765 %; ReadTime: 0.00899; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00027; RelErrorRead: 0.02963 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 40; LaunchNum: 41; Timer: hpctimer_getwtime(); WriteTime: 0.00727; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00005; RelErrorWrite: 0.00718 %; ReadTime: 0.00917; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00009; RelErrorRead: 0.00944 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 41; LaunchNum: 42; Timer: hpctimer_getwtime(); WriteTime: 0.00694; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00028; RelErrorWrite: 0.03912 %; ReadTime: 0.00912; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00014; RelErrorRead: 0.01498 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 42; LaunchNum: 43; Timer: hpctimer_getwtime(); WriteTime: 0.00745; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00023; RelErrorWrite: 0.03244 %; ReadTime: 0.00921; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00006; RelErrorRead: 0.00596 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 43; LaunchNum: 44; Timer: hpctimer_getwtime(); WriteTime: 0.00696; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00026; RelErrorWrite: 0.03573 %; ReadTime: 0.00908; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00018; RelErrorRead: 0.01992 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 44; LaunchNum: 45; Timer: hpctimer_getwtime(); WriteTime: 0.00731; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00009; RelErrorWrite: 0.01295 %; ReadTime: 0.00922; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00004; RelErrorRead: 0.00406 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 45; LaunchNum: 46; Timer: hpctimer_getwtime(); WriteTime: 0.00727; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00005; RelErrorWrite: 0.00696 %; ReadTime: 0.00917; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00009; RelErrorRead: 0.00977 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 46; LaunchNum: 47; Timer: hpctimer_getwtime(); WriteTime: 0.00702; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00019; RelErrorWrite: 0.02672 %; ReadTime: 0.00947; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00020; RelErrorRead: 0.02207 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 47; LaunchNum: 48; Timer: hpctimer_getwtime(); WriteTime: 0.00715; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00007; RelErrorWrite: 0.00948 %; ReadTime: 0.00907; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00019; RelErrorRead: 0.02058 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 48; LaunchNum: 49; Timer: hpctimer_getwtime(); WriteTime: 0.00716; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00006; RelErrorWrite: 0.00773 %; ReadTime: 0.00946; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00019; RelErrorRead: 0.02093 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 49; LaunchNum: 50; Timer: hpctimer_getwtime(); WriteTime: 0.00743; AverageWriteTime: 0.00722; WriteBandwidth: 4433.68593; AbsErrorWrite: 0.00021; RelErrorWrite: 0.02951 %; ReadTime: 0.00922; AverageReadTime: 0.00926; ReadBandwidth: 3455.26774; AbsErrorRead: 0.00004; RelErrorRead: 0.00420 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 0; LaunchNum: 1; Timer: hpctimer_getwtime(); WriteTime: 0.00724; AverageWriteTime: 0.00725; WriteBandwidth: 4416.82593; AbsErrorWrite: 0.00000; RelErrorWrite: 0.00006 %; ReadTime: 0.00919; AverageReadTime: 0.00958; ReadBandwidth: 3340.28514; AbsErrorRead: 0.00039; RelErrorRead: 0.04104 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 1; LaunchNum: 2; Timer: hpctimer_getwtime(); WriteTime: 0.00719; AverageWriteTime: 0.00725; WriteBandwidth: 4416.82593; AbsErrorWrite: 0.00005; RelErrorWrite: 0.00725 %; ReadTime: 0.00912; AverageReadTime: 0.00958; ReadBandwidth: 3340.28514; AbsErrorRead: 0.00046; RelErrorRead: 0.04829 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 2; LaunchNum: 3; Timer: hpctimer_getwtime(); WriteTime: 0.00690; AverageWriteTime: 0.00725; WriteBandwidth: 4416.82593; AbsErrorWrite: 0.00034; RelErrorWrite: 0.04717 %; ReadTime: 0.00942; AverageReadTime: 0.00958; ReadBandwidth: 3340.28514; AbsErrorRead: 0.00016; RelErrorRead: 0.01670 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 3; LaunchNum: 4; Timer: hpctimer_getwtime(); WriteTime: 0.00703; AverageWriteTime: 0.00725; WriteBandwidth: 4416.82593; AbsErrorWrite: 0.00021; RelErrorWrite: 0.02950 %; ReadTime: 0.00917; AverageReadTime: 0.00958; ReadBandwidth: 3340.28514; AbsErrorRead: 0.00041; RelErrorRead: 0.04246 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 4; LaunchNum: 5; Timer: hpctimer_getwtime(); WriteTime: 0.00698; AverageWriteTime: 0.00725; WriteBandwidth: 4416.82593; AbsErrorWrite: 0.00027; RelErrorWrite: 0.03660 %; ReadTime: 0.00913; AverageReadTime: 0.00958; ReadBandwidth: 3340.28514; AbsErrorRead: 0.00045; RelErrorRead: 0.04650 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 5; LaunchNum: 6; Timer: hpctimer_getwtime(); WriteTime: 0.00764; AverageWriteTime: 0.00725; WriteBandwidth: 4416.82593; AbsErrorWrite: 0.00039; RelErrorWrite: 0.05431 %; ReadTime: 0.00924; AverageReadTime: 0.00958; ReadBandwidth: 3340.28514; AbsErrorRead: 0.00034; RelErrorRead: 0.03542 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 6; LaunchNum: 7; Timer: hpctimer_getwtime(); WriteTime: 0.00704; AverageWriteTime: 0.00725; WriteBandwidth: 4416.82593; AbsErrorWrite: 0.00020; RelErrorWrite: 0.02816 %; ReadTime: 0.00911; AverageReadTime: 0.00958; ReadBandwidth: 3340.28514; AbsErrorRead: 0.00047; RelErrorRead: 0.04913 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 7; LaunchNum: 8; Timer: hpctimer_getwtime(); WriteTime: 0.00751; AverageWriteTime: 0.00725; WriteBandwidth: 4416.82593; AbsErrorWrite: 0.00027; RelErrorWrite: 0.03677 %; ReadTime: 0.00922; AverageReadTime: 0.00958; ReadBandwidth: 3340.28514; AbsErrorRead: 0.00036; RelErrorRead: 0.03802 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 8; LaunchNum: 9; Timer: hpctimer_getwtime(); WriteTime: 0.00690; AverageWriteTime: 0.00725; WriteBandwidth: 4416.82593; AbsErrorWrite: 0.00034; RelErrorWrite: 0.04756 %; ReadTime: 0.00900; AverageReadTime: 0.00958; ReadBandwidth: 3340.28514; AbsErrorRead: 0.00058; RelErrorRead: 0.06048 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 9; LaunchNum: 10; Timer: hpctimer_getwtime(); WriteTime: 0.00745; AverageWriteTime: 0.00725; WriteBandwidth: 4416.82593; AbsErrorWrite: 0.00020; RelErrorWrite: 0.02795 %; ReadTime: 0.00914; AverageReadTime: 0.00958; ReadBandwidth: 3340.28514; AbsErrorRead: 0.00044; RelErrorRead: 0.04577 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 10; LaunchNum: 11; Timer: hpctimer_getwtime(); WriteTime: 0.00712; AverageWriteTime: 0.00725; WriteBandwidth: 4416.82593; AbsErrorWrite: 0.00012; RelErrorWrite: 0.01699 %; ReadTime: 0.00912; AverageReadTime: 0.00958; ReadBandwidth: 3340.28514; AbsErrorRead: 0.00046; RelErrorRead: 0.04853 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 11; LaunchNum: 12; Timer: hpctimer_getwtime(); WriteTime: 0.00712; AverageWriteTime: 0.00725; WriteBandwidth: 4416.82593; AbsErrorWrite: 0.00013; RelErrorWrite: 0.01766 %; ReadTime: 0.00940; AverageReadTime: 0.00958; ReadBandwidth: 3340.28514; AbsErrorRead: 0.00018; RelErrorRead: 0.01896 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 12; LaunchNum: 13; Timer: hpctimer_getwtime(); WriteTime: 0.00728; AverageWriteTime: 0.00725; WriteBandwidth: 4416.82593; AbsErrorWrite: 0.00003; RelErrorWrite: 0.00474 %; ReadTime: 0.00894; AverageReadTime: 0.00958; ReadBandwidth: 3340.28514; AbsErrorRead: 0.00064; RelErrorRead: 0.06701 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 13; LaunchNum: 14; Timer: hpctimer_getwtime(); WriteTime: 0.00689; AverageWriteTime: 0.00725; WriteBandwidth: 4416.82593; AbsErrorWrite: 0.00035; RelErrorWrite: 0.04880 %; ReadTime: 0.00926; AverageReadTime: 0.00958; ReadBandwidth: 3340.28514; AbsErrorRead: 0.00032; RelErrorRead: 0.03308 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 14; LaunchNum: 15; Timer: hpctimer_getwtime(); WriteTime: 0.00711; AverageWriteTime: 0.00725; WriteBandwidth: 4416.82593; AbsErrorWrite: 0.00014; RelErrorWrite: 0.01906 %; ReadTime: 0.00932; AverageReadTime: 0.00958; ReadBandwidth: 3340.28514; AbsErrorRead: 0.00026; RelErrorRead: 0.02690 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 15; LaunchNum: 16; Timer: hpctimer_getwtime(); WriteTime: 0.00737; AverageWriteTime: 0.00725; WriteBandwidth: 4416.82593; AbsErrorWrite: 0.00013; RelErrorWrite: 0.01786 %; ReadTime: 0.00952; AverageReadTime: 0.00958; ReadBandwidth: 3340.28514; AbsErrorRead: 0.00006; RelErrorRead: 0.00648 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 16; LaunchNum: 17; Timer: hpctimer_getwtime(); WriteTime: 0.00721; AverageWriteTime: 0.00725; WriteBandwidth: 4416.82593; AbsErrorWrite: 0.00004; RelErrorWrite: 0.00531 %; ReadTime: 0.00928; AverageReadTime: 0.00958; ReadBandwidth: 3340.28514; AbsErrorRead: 0.00030; RelErrorRead: 0.03143 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 17; LaunchNum: 18; Timer: hpctimer_getwtime(); WriteTime: 0.00723; AverageWriteTime: 0.00725; WriteBandwidth: 4416.82593; AbsErrorWrite: 0.00001; RelErrorWrite: 0.00182 %; ReadTime: 0.00908; AverageReadTime: 0.00958; ReadBandwidth: 3340.28514; AbsErrorRead: 0.00050; RelErrorRead: 0.05242 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 18; LaunchNum: 19; Timer: hpctimer_getwtime(); WriteTime: 0.00781; AverageWriteTime: 0.00725; WriteBandwidth: 4416.82593; AbsErrorWrite: 0.00057; RelErrorWrite: 0.07832 %; ReadTime: 0.00932; AverageReadTime: 0.00958; ReadBandwidth: 3340.28514; AbsErrorRead: 0.00026; RelErrorRead: 0.02738 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 19; LaunchNum: 20; Timer: hpctimer_getwtime(); WriteTime: 0.00703; AverageWriteTime: 0.00725; WriteBandwidth: 4416.82593; AbsErrorWrite: 0.00021; RelErrorWrite: 0.02953 %; ReadTime: 0.00913; AverageReadTime: 0.00958; ReadBandwidth: 3340.28514; AbsErrorRead: 0.00045; RelErrorRead: 0.04651 %;]
